EQU_ID;MODELE;CONSTRUCTEUR;MOTEUR
E00073190;MD046;C008;MT029
E00270411;MD033;C006;MT022
E00273388;MD066;C007;MT023
E00274792;MD033;C006;MT022
E00275107;MD049;C008;MT037
E00279252;MD043;C008;MT031
E00005252;MD037;C007;MT010
E00276511;MD043;C008;MT031
E00285507;MD033;C006;MT022
E00281188;MD033;C006;MT022
E00055010;MD012;C002;MT004
E00273527;MD066;C007;MT023
E00274447;MD066;C007;MT023
E00283507;MD033;C006;MT022
E00040110;MD014;C007;MT013
E00282687;MD049;C008;MT037
E00203850;MD013;C002;MT002
E00280208;MD043;C008;MT031
E00000259;MD040;C008;MT035
E00277056;MD049;C008;MT037
E00290528;MD063;C007;MT023
E00058472;MD014;C007;MT013
E00278192;MD063;C007;MT023
E00006400;MD017;C007;MT014
E00306350;MD033;C006;MT022
E00278161;MD063;C007;MT023
E00306351;MD033;C006;MT022
E00278148;MD063;C007;MT023
E00199773;MD046;C008;MT029
E00316991;MD043;C008;MT031
E00320411;MD062;C007;MT023
E00025275;MD014;C007;MT013
E00277002;MD043;C008;MT031
E00296450;MD062;C007;MT023
E00024710;MD014;C007;MT013
E00290227;MD007;C000;MT052
E00278177;MD063;C007;MT023
E00278175;MD063;C007;MT023
E00005703;MD017;C007;MT014
E00298071;MD033;C006;MT022
E00300939;MD063;C007;MT023
E00344336;MD063;C007;MT023
E00332131;MD008;C000;MT052
E00343873;MD063;C007;MT023
E00280647;MD033;C006;MT022
E00050851;MD016;C007;MT011
E00276515;MD043;C008;MT031
E00316011;MD063;C007;MT023
E00278184;MD063;C007;MT023
E00314811;MD062;C007;MT023
E00301037;MD033;C006;MT022
E00288888;MD063;C007;MT023
E00303050;MD007;C000;MT052
E00341905;MD063;C007;MT023
E00278202;MD062;C007;MT023
E00272927;MD033;C006;MT022
E00330992;MD008;C000;MT052
E00005044;MD037;C007;MT010
E00299490;MD033;C006;MT022
E00315710;MD033;C006;MT022
E00340503;MD062;C007;MT023
E00285448;MD049;C008;MT037
E00366213;MD064;C007;MT024
E00361253;MD032;C006;MT016
E00365133;MD032;C006;MT016
E00365514;MD032;C006;MT016
E00005855;MD017;C007;MT014
E00005937;MD017;C007;MT014
E00006401;MD017;C007;MT014
E00005408;MD017;C007;MT014
E00005206;MD017;C007;MT014
E00005504;MD017;C007;MT014
E00004107;MD004;C007;MT009
E00005595;MD016;C007;MT011
E00006348;MD017;C007;MT014
E00005806;MD017;C007;MT014
E00004948;MD037;C007;MT010
E00006574;MD015;C007;MT012
E00005614;MD040;C008;MT035
E00004269;MD002;C007;MT008
E00004165;MD037;C007;MT010
E00004056;MD004;C007;MT009
E00005899;MD017;C007;MT014
E00019018;MD047;C008;MT032
E00005380;MD017;C007;MT014
E00005317;MD017;C007;MT014
E00005083;MD037;C007;MT010
E00006392;MD017;C007;MT014
E00006568;MD015;C007;MT012
E00023175;MD014;C007;MT013
E00006163;MD052;C011;MT050
E00023038;MD012;C002;MT004
E00005620;MD040;C008;MT035
E00003963;MD004;C007;MT009
E00022211;MD012;C002;MT004
E00005312;MD017;C007;MT014
E00004392;MD045;C008;MT033
E00006273;MD052;C011;MT050
E00005222;MD037;C007;MT010
E00005096;MD037;C007;MT010
E00004409;MD045;C008;MT033
E00043893;MD047;C008;MT032
E00006189;MD017;C007;MT014
E00005095;MD037;C007;MT010
E00006083;MD016;C007;MT011
E00005355;MD017;C007;MT014
E00006201;MD017;C007;MT014
E00005901;MD017;C007;MT014
E00018344;MD041;C008;MT036
E00006257;MD030;C006;MT027
E00034830;MD047;C008;MT032
E00004852;MD045;C008;MT033
E00062249;MD047;C008;MT032
E00005287;MD017;C007;MT014
E00026973;MD014;C007;MT013
E00018788;MD016;C007;MT011
E00004789;MD029;C006;MT018
E00004881;MD037;C007;MT010
E00055511;MD012;C002;MT004
E00006301;MD052;C011;MT050
E00005148;MD017;C007;MT014
E00062265;MD044;C008;MT032
E00005516;MD017;C007;MT014
E00006445;MD015;C007;MT012
E00006015;MD017;C007;MT014
E00042391;MD047;C008;MT032
E00004081;MD004;C007;MT009
E00006142;MD052;C011;MT050
E00036770;MD014;C007;MT013
E00043370;MD014;C007;MT013
E00062264;MD044;C008;MT032
E00005829;MD017;C007;MT014
E00005228;MD037;C007;MT010
E00034850;MD047;C008;MT032
E00006098;MD016;C007;MT011
E00029352;MD014;C007;MT013
E00178650;MD010;C002;MT000
E00170712;MD010;C002;MT000
E00006460;MD041;C008;MT036
E00004687;MD037;C007;MT010
E00168290;MD046;C008;MT029
E00217132;MD013;C002;MT002
E00273699;MD043;C008;MT031
E00203846;MD013;C002;MT002
E00271370;MD066;C007;MT023
E00071050;MD046;C008;MT029
E00280747;MD033;C006;MT022
E00000302;MD040;C008;MT035
E00165810;MD013;C002;MT002
E00278185;MD063;C007;MT023
E00006601;MD015;C007;MT012
E00004299;MD002;C007;MT008
E00006153;MD052;C011;MT050
E00282127;MD049;C008;MT037
E00233832;MD010;C002;MT000
E00035670;MD047;C008;MT032
E00278127;MD062;C007;MT023
E00040770;MD047;C008;MT032
E00271369;MD066;C007;MT023
E00278194;MD063;C007;MT023
E00169451;MD046;C008;MT029
E00162030;MD013;C002;MT002
E00279708;MD049;C008;MT037
E00237633;MD066;C007;MT023
E00277329;MD043;C008;MT031
E00282854;MD033;C006;MT022
E00203838;MD013;C002;MT002
E00281869;MD033;C006;MT022
E00317390;MD063;C007;MT023
E00069330;MD046;C008;MT029
E00040630;MD014;C007;MT013
E00233412;MD066;C007;MT023
E00278211;MD062;C007;MT023
E00273696;MD066;C007;MT023
E00298595;MD062;C007;MT023
E00314571;MD063;C007;MT023
E00005713;MD017;C007;MT014
E00302385;MD033;C006;MT022
E00040870;MD014;C007;MT013
E00301041;MD063;C007;MT023
E00278169;MD063;C007;MT023
E00278198;MD062;C007;MT023
E00288828;MD063;C007;MT023
E00330231;MD063;C007;MT023
E00275267;MD049;C008;MT037
E00339850;MD062;C007;MT023
E00005114;MD039;C005;MT005
E00203831;MD010;C002;MT000
E00343973;MD063;C007;MT023
E00340502;MD062;C007;MT023
E00275449;MD062;C007;MT022
E00278204;MD062;C007;MT023
E00302187;MD033;C006;MT022
E00350854;MD062;C007;MT023
E00341908;MD063;C007;MT023
E00005770;MD017;C007;MT014
E00278133;MD062;C007;MT023
E00276556;MD054;C004;MT042
E00315711;MD033;C006;MT022
E00284287;MD049;C008;MT037
E00373430;MD006;C000;MT0-1
E00006603;MD015;C007;MT012
E00021651;MD014;C007;MT013
E00004704;MD037;C007;MT010
E00005523;MD017;C007;MT014
E00005628;MD016;C007;MT011
E00005793;MD017;C007;MT014
E00005049;MD037;C007;MT010
E00004070;MD004;C007;MT009
E00005831;MD017;C007;MT014
E00005372;MD017;C007;MT014
E00006041;MD017;C007;MT014
E00006194;MD017;C007;MT014
E00029170;MD012;C002;MT004
E00023181;MD014;C007;MT013
E00024374;MD014;C007;MT013
E00004370;MD045;C008;MT033
E00019569;MD047;C008;MT032
E00006003;MD051;C011;MT049
E00005141;MD017;C007;MT014
E00006001;MD051;C011;MT049
E00006262;MD016;C007;MT011
E00006027;MD017;C007;MT014
E00006210;MD017;C007;MT014
E00023194;MD014;C007;MT013
E00005647;MD030;C006;MT027
E00005683;MD051;C011;MT049
E00004965;MD037;C007;MT010
E00026970;MD047;C008;MT032
E00019533;MD047;C008;MT032
E00006055;MD017;C007;MT014
E00005742;MD051;C011;MT049
E00006586;MD015;C007;MT012
E00017863;MD016;C007;MT011
E00019529;MD014;C007;MT013
E00037434;MD012;C002;MT004
E00006165;MD052;C011;MT050
E00000406;MD000;C010;MT044
E00005326;MD017;C007;MT014
E00023152;MD014;C007;MT013
E00023024;MD012;C002;MT004
E00021531;MD016;C007;MT011
E00000333;MD041;C008;MT036
E00005986;MD051;C011;MT049
E00046670;MD016;C007;MT011
E00005902;MD017;C007;MT014
E00006159;MD052;C011;MT050
E00034370;MD012;C002;MT004
E00027910;MD012;C002;MT004
E00004949;MD037;C007;MT010
E00005458;MD017;C007;MT014
E00019369;MD014;C007;MT013
E00005490;MD017;C007;MT014
E00040931;MD012;C002;MT004
E00006193;MD017;C007;MT014
E00006124;MD052;C011;MT050
E00005585;MD017;C007;MT014
E00062232;MD012;C002;MT004
E00004007;MD004;C007;MT009
E00005475;MD017;C007;MT014
E00001895;MD011;C002;MT039
E00005584;MD017;C007;MT014
E00005107;MD037;C007;MT010
E00005383;MD017;C007;MT014
E00067970;MD046;C008;MT029
E00056030;MD012;C002;MT004
E00005757;MD030;C006;MT027
E00042590;MD047;C008;MT032
E00062270;MD034;C006;MT019
E00040871;MD014;C007;MT013
E00018584;MD016;C007;MT011
E00005193;MD017;C007;MT014
E00004331;MD045;C008;MT033
E00004274;MD002;C007;MT008
E00004855;MD045;C008;MT033
E00054910;MD012;C002;MT004
E00022992;MD014;C007;MT013
E00062235;MD012;C002;MT004
E00001868;MD011;C002;MT039
E00028052;MD012;C002;MT004
E00006071;MD017;C007;MT014
E00006312;MD017;C007;MT014
E00019012;MD016;C007;MT011
E00170711;MD010;C002;MT000
E00006509;MD015;C007;MT012
E00000328;MD041;C008;MT036
E00005494;MD017;C007;MT014
E00245291;MD010;C002;MT000
E00023012;MD047;C008;MT032
E00059032;MD014;C007;MT013
E00156510;MD013;C002;MT002
E00274448;MD066;C007;MT023
E00004738;MD037;C007;MT010
E00060251;MD047;C008;MT032
E00059432;MD012;C002;MT004
E00040291;MD014;C007;MT013
E00278509;MD054;C004;MT042
E00053191;MD016;C007;MT011
E00073432;MD046;C008;MT029
E00217131;MD013;C002;MT002
E00276633;MD033;C006;MT022
E00221852;MD013;C002;MT002
E00273611;MD066;C007;MT023
E00278190;MD063;C007;MT023
E00004672;MD039;C005;MT005
E00279008;MD043;C008;MT031
E00273133;MD043;C008;MT031
E00280068;MD049;C008;MT037
E00278216;MD062;C007;MT023
E00043610;MD016;C007;MT011
E00276519;MD043;C008;MT031
E00005725;MD051;C011;MT049
E00302386;MD033;C006;MT022
E00299592;MD063;C007;MT023
E00302041;MD043;C008;MT031
E00044871;MD026;C013;MT006
E00273295;MD059;C007;MT017
E00073155;MD046;C008;MT029
E00278197;MD062;C007;MT023
E00315910;MD043;C008;MT031
E00321410;MD062;C007;MT023
E00277687;MD049;C008;MT037
E00321231;MD062;C007;MT023
E00316230;MD063;C007;MT023
E00290907;MD062;C007;MT023
E00043410;MD026;C013;MT006
E00289289;MD063;C007;MT023
E00214091;MD046;C008;MT029
E00223573;MD013;C002;MT002
E00284167;MD049;C008;MT037
E00279248;MD043;C008;MT031
E00074550;MD046;C008;MT029
E00276687;MD049;C008;MT037
E00277387;MD062;C007;MT017
E00345405;MD063;C007;MT023
E00278196;MD062;C007;MT023
E00341902;MD063;C007;MT023
E00345976;MD063;C007;MT023
E00306353;MD033;C006;MT022
E00345320;MD063;C007;MT023
E00314751;MD033;C006;MT022
E00343613;MD063;C007;MT023
E00365676;MD032;C006;MT016
E00330316;MD043;C008;MT031
E00374605;MD006;C000;MT0-1
E00006038;MD039;C005;MT005
E00278121;MD062;C007;MT023
E00304730;MD007;C000;MT052
E00278236;MD066;C007;MT023
E00287648;MD033;C006;MT022
E00343793;MD063;C007;MT023
E00005763;MD017;C007;MT014
E00006521;MD039;C005;MT005
E00343075;MD063;C007;MT023
E00345406;MD063;C007;MT023
E00364734;MD032;C006;MT016
E00365675;MD032;C006;MT016
E00364751;MD064;C007;MT024
E00037680;MD014;C007;MT013
E00002031;MD001;C010;MT047
E00364742;MD064;C007;MT024
E00373225;MD067;C012;MT054
E00355820;MD019;C003;MT0-1
E00005230;MD045;C008;MT033
E00005262;MD045;C008;MT033
E00020690;MD014;C007;MT013
E00005832;MD017;C007;MT014
E00001864;MD011;C002;MT039
E00005804;MD017;C007;MT014
E00006202;MD017;C007;MT014
E00005998;MD051;C011;MT049
E00005412;MD017;C007;MT014
E00005525;MD017;C007;MT014
E00005454;MD017;C007;MT014
E00000260;MD040;C008;MT035
E00004059;MD004;C007;MT009
E00023072;MD047;C008;MT032
E00006054;MD017;C007;MT014
E00006287;MD052;C011;MT050
E00000340;MD041;C008;MT036
E00000338;MD041;C008;MT036
E00006464;MD041;C008;MT036
E00020609;MD014;C007;MT013
E00004708;MD037;C007;MT010
E00006358;MD017;C007;MT014
E00000287;MD042;C008;MT035
E00005556;MD017;C007;MT014
E00022990;MD014;C007;MT013
E00004389;MD045;C008;MT033
E00031070;MD012;C002;MT004
E00005417;MD017;C007;MT014
E00006091;MD016;C007;MT011
E00022171;MD012;C002;MT004
E00000254;MD040;C008;MT035
E00005675;MD051;C011;MT049
E00005238;MD045;C008;MT033
E00006599;MD015;C007;MT012
E00006057;MD017;C007;MT014
E00004060;MD004;C007;MT009
E00005908;MD017;C007;MT014
E00000235;MD017;C007;MT014
E00036091;MD012;C002;MT004
E00023170;MD014;C007;MT013
E00025211;MD014;C007;MT013
E00005456;MD017;C007;MT014
E00006181;MD017;C007;MT014
E00023173;MD014;C007;MT013
E00027172;MD014;C007;MT013
E00022770;MD014;C007;MT013
E00005125;MD040;C008;MT034
E00006350;MD017;C007;MT014
E00006139;MD052;C011;MT050
E00005119;MD040;C008;MT034
E00000307;MD040;C008;MT035
E00006237;MD017;C007;MT014
E00004707;MD037;C007;MT010
E00022352;MD014;C007;MT013
E00006382;MD017;C007;MT014
E00006176;MD017;C007;MT014
E00005489;MD017;C007;MT014
E00023036;MD012;C002;MT004
E00021652;MD012;C002;MT004
E00004351;MD045;C008;MT033
E00005839;MD017;C007;MT014
E00052711;MD016;C007;MT011
E00004849;MD045;C008;MT033
E00034492;MD047;C008;MT032
E00006584;MD015;C007;MT012
E00058832;MD012;C002;MT004
E00036552;MD012;C002;MT004
E00047612;MD041;C008;MT036
E00053153;MD016;C007;MT011
E00006128;MD052;C011;MT050
E00005205;MD017;C007;MT014
E00006122;MD052;C011;MT050
E00069152;MD018;C007;MT019
E00006379;MD017;C007;MT014
E00006323;MD017;C007;MT014
E00041150;MD047;C008;MT032
E00039672;MD014;C007;MT013
E00037470;MD014;C007;MT013
E00162711;MD046;C008;MT029
E00004673;MD039;C005;MT005
E00030753;MD012;C002;MT004
E00033390;MD016;C007;MT011
E00004818;MD045;C008;MT033
E00022912;MD047;C008;MT032
E00029532;MD014;C007;MT013
E00005577;MD017;C007;MT014
E00057493;MD012;C002;MT004
E00261075;MD013;C002;MT002
E00035111;MD014;C007;MT013
E00203841;MD013;C002;MT002
E00268811;MD066;C007;MT023
E00249771;MD031;C006;MT025
E00176892;MD046;C008;MT029
E00271868;MD033;C006;MT022
E00203811;MD013;C002;MT002
E00267372;MD013;C002;MT002
E00005884;MD017;C007;MT014
E00278510;MD043;C008;MT031
E00278221;MD063;C007;MT023
E00273695;MD066;C007;MT023
E00274788;MD062;C007;MT022
E00203836;MD013;C002;MT002
E00272434;MD066;C007;MT023
E00005437;MD051;C011;MT049
E00282472;MD033;C006;MT022
E00276629;MD043;C008;MT031
E00277909;MD062;C007;MT023
E00162712;MD046;C008;MT029
E00300574;MD033;C006;MT022
E00295827;MD062;C007;MT023
E00169751;MD010;C002;MT000
E00005692;MD051;C011;MT049
E00277409;MD043;C008;MT031
E00281088;MD033;C006;MT022
E00270308;MD013;C002;MT002
E00005885;MD017;C007;MT014
E00321590;MD062;C007;MT023
E00068470;MD046;C008;MT029
E00271671;MD013;C002;MT002
E00284507;MD049;C008;MT037
E00278122;MD062;C007;MT023
E00281091;MD033;C006;MT022
E00277001;MD043;C008;MT031
E00286128;MD043;C008;MT031
E00302611;MD043;C008;MT031
E00341874;MD008;C000;MT052
E00278111;MD062;C007;MT023
E00341882;MD062;C007;MT023
E00343214;MD063;C007;MT023
E00036190;MD014;C007;MT013
E00288827;MD063;C007;MT023
E00285949;MD033;C006;MT022
E00345321;MD063;C007;MT023
E00249772;MD031;C006;MT025
E00340050;MD062;C007;MT023
E00332330;MD008;C000;MT052
E00341883;MD063;C007;MT023
E00281187;MD049;C008;MT037
E00068851;MD014;C007;MT013
E00277149;MD062;C007;MT017
E00302190;MD063;C007;MT023
E00249093;MD031;C006;MT025
E00278189;MD063;C007;MT023
E00070291;MD030;C006;MT027
E00346202;MD063;C007;MT023
E00364744;MD064;C007;MT024
E00271010;MD023;C007;MT021
E00331390;MD008;C000;MT052
E00365034;MD032;C006;MT016
E00004009;MD004;C007;MT009
E00018703;MD047;C008;MT032
E00005473;MD017;C007;MT014
E00004893;MD037;C007;MT010
E00005429;MD051;C011;MT049
E00004820;MD045;C008;MT033
E00005419;MD017;C007;MT014
E00019650;MD014;C007;MT013
E00006311;MD017;C007;MT014
E00006285;MD052;C011;MT050
E00000285;MD042;C008;MT035
E00004916;MD037;C007;MT010
E00005400;MD017;C007;MT014
E00006025;MD017;C007;MT014
E00005944;MD017;C007;MT014
E00000329;MD041;C008;MT036
E00021670;MD014;C007;MT013
E00019552;MD047;C008;MT032
E00005242;MD045;C008;MT033
E00019229;MD014;C007;MT013
E00004919;MD037;C007;MT010
E00005094;MD037;C007;MT010
E00023053;MD047;C008;MT032
E00004886;MD037;C007;MT010
E00018705;MD041;C008;MT036
E00000280;MD040;C008;MT035
E00006268;MD016;C007;MT011
E00005617;MD040;C008;MT035
E00006515;MD015;C007;MT012
E00006102;MD016;C007;MT011
E00024375;MD014;C007;MT013
E00022351;MD014;C007;MT013
E00023032;MD012;C002;MT004
E00005448;MD017;C007;MT014
E00000286;MD042;C008;MT035
E00004664;MD040;C008;MT035
E00018483;MD016;C007;MT011
E00004710;MD037;C007;MT010
E00034851;MD012;C002;MT004
E00022693;MD053;C009;MT041
E00022191;MD012;C002;MT004
E00023193;MD014;C007;MT013
E00006457;MD015;C007;MT012
E00006355;MD017;C007;MT014
E00006030;MD017;C007;MT014
E00019431;MD014;C007;MT013
E00006022;MD017;C007;MT014
E00005659;MD051;C011;MT049
E00004021;MD004;C007;MT009
E00020149;MD014;C007;MT013
E00005184;MD017;C007;MT014
E00004842;MD045;C008;MT033
E00005984;MD051;C011;MT049
E00033890;MD012;C002;MT004
E00019429;MD014;C007;MT013
E00000264;MD040;C008;MT035
E00039870;MD014;C007;MT013
E00035671;MD047;C008;MT032
E00005434;MD051;C011;MT049
E00006595;MD015;C007;MT012
E00004959;MD050;C002;MT038
E00006007;MD051;C011;MT049
E00000305;MD040;C008;MT035
E00005909;MD017;C007;MT014
E00027370;MD014;C007;MT013
E00028670;MD012;C002;MT004
E00006171;MD052;C011;MT050
E00004073;MD004;C007;MT009
E00057491;MD041;C008;MT036
E00040590;MD014;C007;MT013
E00004751;MD017;C007;MT014
E00057090;MD041;C008;MT036
E00020709;MD026;C013;MT006
E00056031;MD012;C002;MT004
E00000336;MD041;C008;MT036
E00000273;MD040;C008;MT035
E00004337;MD045;C008;MT033
E00006288;MD052;C011;MT050
E00005349;MD017;C007;MT014
E00071531;MD018;C007;MT019
E00005198;MD017;C007;MT014
E00004072;MD004;C007;MT009
E00005741;MD051;C011;MT049
E00040650;MD014;C007;MT013
E00053571;MD016;C007;MT011
E00161130;MD046;C008;MT029
E00060050;MD012;C002;MT004
E00024290;MD047;C008;MT032
E00058311;MD012;C002;MT004
E00000246;MD040;C008;MT035
E00056790;MD014;C007;MT013
E00005284;MD017;C007;MT014
E00061491;MD014;C007;MT013
E00005022;MD037;C007;MT010
E00006474;MD016;C007;MT011
E00006468;MD041;C008;MT036
E00056111;MD041;C008;MT036
E00005949;MD017;C007;MT014
E00040751;MD014;C007;MT013
E00004929;MD029;C006;MT018
E00006508;MD015;C007;MT012
E00006177;MD017;C007;MT014
E00058310;MD012;C002;MT004
E00211691;MD066;C007;MT023
E00242872;MD066;C007;MT023
E00005499;MD017;C007;MT014
E00025374;MD014;C007;MT013
E00204172;MD013;C002;MT002
E00233411;MD066;C007;MT023
E00273533;MD033;C006;MT022
E00062255;MD047;C008;MT032
E00036771;MD014;C007;MT013
E00276627;MD062;C007;MT017
E00049251;MD016;C007;MT011
E00285767;MD033;C006;MT022
E00273449;MD033;C006;MT022
E00290747;MD063;C007;MT023
E00005813;MD017;C007;MT014
E00204182;MD046;C008;MT029
E00316130;MD063;C007;MT023
E00271510;MD013;C002;MT002
E00319652;MD062;C007;MT023
E00302530;MD033;C006;MT022
E00172971;MD010;C002;MT000
E00278114;MD062;C007;MT023
E00062242;MD047;C008;MT032
E00019410;MD026;C013;MT006
E00331555;MD043;C008;MT031
E00274790;MD033;C006;MT022
E00276271;MD054;C004;MT042
E00059931;MD047;C008;MT032
E00301613;MD043;C008;MT031
E00304430;MD007;C000;MT052
E00302387;MD005;C000;MT040
E00298002;MD062;C007;MT023
E00279707;MD049;C008;MT037
E00306571;MD033;C006;MT022
E00287649;MD033;C006;MT022
E00302188;MD033;C006;MT022
E00278129;MD062;C007;MT023
E00328250;MD033;C006;MT020
E00276817;MD043;C008;MT031
E00301614;MD043;C008;MT031
E00343614;MD063;C007;MT023
E00056630;MD012;C002;MT004
E00275831;MD049;C008;MT037
E00278205;MD062;C007;MT023
E00006186;MD039;C005;MT005
E00364746;MD064;C007;MT024
E00276116;MD049;C008;MT037
E00374365;MD067;C012;MT0-1
E00365035;MD032;C006;MT016
E00361255;MD032;C006;MT016
E00324311;MD020;C003;MT0-1
E00355822;MD019;C003;MT0-1
E00357333;MD005;C000;MT040
E00005745;MD017;C007;MT014
E00006587;MD015;C007;MT012
E00004719;MD037;C007;MT010
E00005930;MD017;C007;MT014
E00005925;MD017;C007;MT014
E00004838;MD045;C008;MT033
E00023191;MD014;C007;MT013
E00006421;MD017;C007;MT014
E00005451;MD017;C007;MT014
E00024072;MD047;C008;MT032
E00019015;MD014;C007;MT013
E00019009;MD016;C007;MT011
E00004077;MD004;C007;MT009
E00023184;MD014;C007;MT013
E00006105;MD016;C007;MT011
E00005376;MD017;C007;MT014
E00005393;MD017;C007;MT014
E00006430;MD017;C007;MT014
E00005087;MD037;C007;MT010
E00005433;MD051;C011;MT049
E00005133;MD017;C007;MT014
E00006492;MD016;C007;MT011
E00005325;MD017;C007;MT014
E00025292;MD014;C007;MT013
E00005101;MD037;C007;MT010
E00004840;MD045;C008;MT033
E00001916;MD011;C002;MT039
E00024211;MD014;C007;MT013
E00005131;MD017;C007;MT014
E00004871;MD045;C008;MT033
E00006594;MD015;C007;MT012
E00005484;MD017;C007;MT014
E00004359;MD045;C008;MT033
E00021069;MD014;C007;MT013
E00023203;MD014;C007;MT013
E00006404;MD017;C007;MT014
E00005243;MD045;C008;MT033
E00005264;MD045;C008;MT033
E00006567;MD015;C007;MT012
E00006112;MD016;C007;MT011
E00024971;MD047;C008;MT032
E00005870;MD017;C007;MT014
E00005177;MD017;C007;MT014
E00004183;MD037;C007;MT010
E00005208;MD037;C007;MT010
E00019312;MD047;C008;MT032
E00005124;MD040;C008;MT034
E00005948;MD017;C007;MT014
E00005629;MD016;C007;MT011
E00004883;MD037;C007;MT010
E00006598;MD015;C007;MT012
E00004943;MD030;C006;MT027
E00034411;MD016;C007;MT011
E00006129;MD052;C011;MT050
E00006125;MD052;C011;MT050
E00022130;MD053;C009;MT041
E00023027;MD012;C002;MT004
E00005559;MD017;C007;MT014
E00004180;MD037;C007;MT010
E00005906;MD017;C007;MT014
E00005276;MD037;C007;MT010
E00028310;MD012;C002;MT004
E00004859;MD045;C008;MT033
E00022914;MD012;C002;MT004
E00019169;MD047;C008;MT032
E00006089;MD016;C007;MT011
E00005381;MD017;C007;MT014
E00006239;MD017;C007;MT014
E00006246;MD017;C007;MT014
E00042230;MD012;C002;MT004
E00000284;MD042;C008;MT035
E00018787;MD041;C008;MT036
E00034371;MD016;C007;MT011
E00006154;MD052;C011;MT050
E00062279;MD034;C006;MT019
E00006470;MD041;C008;MT036
E00005799;MD017;C007;MT014
E00069851;MD018;C007;MT019
E00021692;MD026;C013;MT006
E00005604;MD040;C008;MT035
E00019909;MD014;C007;MT013
E00049510;MD041;C008;MT036
E00006359;MD017;C007;MT014
E00005737;MD051;C011;MT049
E00004896;MD037;C007;MT010
E00062254;MD047;C008;MT032
E00004366;MD045;C008;MT033
E00051050;MD030;C006;MT027
E00036090;MD014;C007;MT013
E00071711;MD046;C008;MT029
E00173250;MD010;C002;MT000
E00034491;MD016;C007;MT011
E00019689;MD047;C008;MT032
E00162390;MD013;C002;MT002
E00019809;MD014;C007;MT013
E00237634;MD010;C002;MT000
E00001908;MD011;C002;MT039
E00004332;MD045;C008;MT033
E00006425;MD017;C007;MT014
E00004771;MD017;C007;MT014
E00254052;MD010;C002;MT000
E00037670;MD014;C007;MT013
E00224031;MD013;C002;MT002
E00062273;MD034;C006;MT019
E00023179;MD014;C007;MT013
E00040651;MD014;C007;MT013
E00274528;MD049;C008;MT037
E00001849;MD011;C002;MT039
E00005508;MD017;C007;MT014
E00005601;MD016;C007;MT011
E00216931;MD013;C002;MT002
E00071530;MD046;C008;MT029
E00043510;MD047;C008;MT032
E00020829;MD026;C013;MT006
E00284168;MD049;C008;MT037
E00277207;MD062;C007;MT017
E00047610;MD016;C007;MT011
E00274569;MD033;C006;MT022
E00274115;MD043;C008;MT031
E00285950;MD033;C006;MT022
E00301610;MD063;C007;MT023
E00006531;MD047;C008;MT032
E00278142;MD063;C007;MT023
E00304731;MD007;C000;MT052
E00299593;MD063;C007;MT023
E00282471;MD033;C006;MT022
E00316010;MD063;C007;MT023
E00320330;MD062;C007;MT023
E00278832;MD043;C008;MT031
E00005323;MD017;C007;MT014
E00320031;MD062;C007;MT023
E00278213;MD062;C007;MT023
E00283009;MD033;C006;MT022
E00005679;MD051;C011;MT049
E00286807;MD033;C006;MT022
E00001850;MD011;C002;MT039
E00314351;MD062;C007;MT023
E00318910;MD062;C007;MT023
E00277908;MD049;C008;MT037
E00304970;MD062;C007;MT023
E00276520;MD043;C008;MT031
E00301035;MD043;C008;MT031
E00341896;MD063;C007;MT023
E00343213;MD063;C007;MT023
E00006304;MD052;C011;MT050
E00342317;MD063;C007;MT023
E00350493;MD062;C007;MT023
E00006184;MD039;C005;MT005
E00061634;MD014;C007;MT013
E00067610;MD046;C008;MT029
E00300142;MD063;C007;MT023
E00297610;MD007;C000;MT052
E00342778;MD063;C007;MT023
E00005766;MD017;C007;MT014
E00278218;MD062;C007;MT023
E00343713;MD063;C007;MT023
E00364752;MD064;C007;MT024
E00261791;MD005;C000;MT040
E00000339;MD041;C008;MT036
E00005449;MD017;C007;MT014
E00005386;MD017;C007;MT014
E00005977;MD051;C011;MT049
E00021191;MD016;C007;MT011
E00004342;MD045;C008;MT033
E00005740;MD051;C011;MT049
E00021711;MD014;C007;MT013
E00022197;MD014;C007;MT013
E00006175;MD017;C007;MT014
E00005155;MD017;C007;MT014
E00004979;MD037;C007;MT010
E00026972;MD014;C007;MT013
E00006018;MD017;C007;MT014
E00005708;MD017;C007;MT014
E00006031;MD017;C007;MT014
E00005203;MD017;C007;MT014
E00006507;MD016;C007;MT011
E00006008;MD030;C006;MT027
E00005179;MD017;C007;MT014
E00005353;MD017;C007;MT014
E00006118;MD052;C011;MT050
E00004970;MD037;C007;MT010
E00005524;MD017;C007;MT014
E00005358;MD017;C007;MT014
E00006510;MD015;C007;MT012
E00001885;MD011;C002;MT039
E00037630;MD014;C007;MT013
E00006562;MD015;C007;MT012
E00005898;MD017;C007;MT014
E00019411;MD026;C013;MT006
E00006536;MD047;C008;MT032
E00005663;MD051;C011;MT049
E00026550;MD014;C007;MT013
E00005185;MD017;C007;MT014
E00000557;MD058;C008;MT030
E00004302;MD002;C007;MT008
E00006522;MD052;C011;MT050
E00025271;MD047;C008;MT032
E00005642;MD016;C007;MT011
E00022997;MD012;C002;MT004
E00006340;MD017;C007;MT014
E00034611;MD012;C002;MT004
E00005615;MD040;C008;MT035
E00005149;MD017;C007;MT014
E00030771;MD014;C007;MT013
